trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
3,0.41831242456364187,0.026035013576936585,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.4154259944148503,0.026284622516315664,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.4132337829041952,0.023383497975755257,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.4130292189257948,0.018499587873763965,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.41055901119955035,0.019177727128223694,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.40738952506120574,0.01974055378021049,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
17,0.405682427874221,0.01868826220379408,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.4045568905894713,0.025984798051423674,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
20,0.4031796884899832,0.0248620462078587,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.40282094888919145,0.025211039171175315,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.40153072965092745,0.02625995872924445,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.40118480546887675,0.024847591526002796,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.4000830487089812,0.03530281196060584,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.3999391272378106,0.019842669393901682,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.39759740414134476,0.019457231134159793,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
11,0.3936351958526914,0.024507481561186997,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.3891068282374303,0.03222493794815595,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.3881994550265596,0.036882258250203706,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.382807333237555,0.04300736193795721,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.3816194925135154,0.04176721558755477,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
