fold,train_size_raw,train_size_fit,validation_size,train_accuracy,train_macro_f1,train_weighted_f1,train_macro_precision,train_macro_recall,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_macro_precision,validation_macro_recall
1,4296,12580,4152,0.7053072625698324,0.5827236103190746,0.7327822034636188,0.5551278480624434,0.6578522503148827,0.6799132947976878,0.4195575872537207,0.6757208596447221,0.43232600906780283,0.42875822040486344,0.6799132947976878,0.4195575872537207,0.6757208596447221,0.43232600906780283,0.42875822040486344
2,4152,12020,4296,0.7909441233140655,0.6761264710889713,0.7881063165159139,0.6756402826528604,0.6772881179430158,0.6131284916201117,0.40059840891999365,0.6313098750411484,0.3950947396048553,0.42135586122334234,0.6131284916201117,0.40059840891999365,0.6313098750411484,0.3950947396048553,0.42135586122334234
