trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
2,0.3748763125085387,0.007602126926001071,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
8,0.37462749550756547,0.036648588600976945,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.37462749550756547,0.036648588600976945,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.37413311284446316,0.03602528463704545,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.37009479215082963,0.028837893288701965,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
16,0.3660125513596957,0.025505900068655406,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.3660125513596957,0.025505900068655406,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.36502995185599907,0.031773958255472974,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.35803584892208695,0.023904701815645628,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.3575598304135092,0.019755611059436965,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
19,0.3562408958223273,0.023480071369133295,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.3543247982186779,0.024676127806316926,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
17,0.3521952454866702,0.020398944235648357,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.35150603012666526,0.027415528494102864,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.351030825061808,0.023592452693583146,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.350531696941475,0.012605953921954441,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.34978191229639477,0.007151419450864593,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
11,0.34594746319178454,0.02728495590062507,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.34461402675181757,0.01931234057973895,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.3439622703057364,0.02277025107876418,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
