accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,fold
0.4426751592356688,0.37662338468215933,0.45545067625801205,0.38396362859696864,0.4648691245348973,1
0.4427342688999547,0.37989776075034715,0.46063845616395044,0.37615562659976964,0.46593239712318407,2
0.45982575024201355,0.3620053327080439,0.46094757732317176,0.3888929288576678,0.3670525540731975,3
0.5190039318479686,0.3809787718936044,0.496483898112285,0.3806508399256925,0.4159936107081692,4
