accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,fold
0.4116939364773821,0.3348095904739188,0.4496922925156941,0.34115581658209854,0.4142212549929007,1
0.44058713886300094,0.3392563235923757,0.46159025303962753,0.330512359364721,0.37977181860963105,2
