accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,fold
0.6428399518652226,0.33813262792169646,0.6541671779776117,0.33597732254259843,0.37583202931609594,1
0.6678313533659446,0.384527268267162,0.6660697821392393,0.41588869797112027,0.40569708437767393,2
