trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
1,0.3841543305178613,0.05409827304082522,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.38110323652894446,0.05200028691106124,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.3789172014680342,0.03726908761842814,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
16,0.37885569018715193,0.05030482965640245,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.3772035432878211,0.054090463546071485,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
8,0.3752239201366342,0.049424065322525905,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.37475416559840546,0.05093714213026335,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.37462084575629684,0.04444441512326307,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.3739076270593634,0.051684674542613725,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.3733828868569938,0.04967445176651144,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.3724674333059341,0.057426544599559225,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.3724023786331708,0.05347845912891885,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
5,0.3713804708745482,0.04372848756639833,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.3709372044941692,0.05457458939068264,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
2,0.3677159616565751,0.054024445151424884,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.3665696842708967,0.05742601043005384,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.36643478443657473,0.057230195114043536,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.3654371231604495,0.04382076797450117,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.36358408097497197,0.04396463319834881,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.36125835109021864,0.055517295385243345,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
