trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
4,0.3604554091441389,0.03693266238242342,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
16,0.35915360728114315,0.03910002915639461,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.3590202481110587,0.035428553876375266,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.3587136264630258,0.030174225539054227,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.3583805990517102,0.03504885264982591,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.35773049640733384,0.029369322525774285,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.35546933836823724,0.03576756000309891,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
9,0.35485277714201025,0.029965605492151774,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.35447101162684885,0.032721712117622634,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.35351450395116285,0.03216607273442768,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
19,0.3532791635145958,0.04371188924074185,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.3528976041085617,0.04183671056246852,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
13,0.35200272279970063,0.04416906985479483,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.3516486280505327,0.027328396278778158,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.35035952218557065,0.04045301159543738,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.35006987911858145,0.038693389353275244,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.34986481834951594,0.025703199812984825,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.3493163198392187,0.04208447050305842,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.348809850235756,0.036525152331764184,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.3460112571801582,0.025675014836506988,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
