trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
4,0.3582535978909127,0.01779831521394991,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.35308272294874143,0.019648345471406776,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.3482367461291494,0.021228926850144433,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.3446790828121132,0.030634607229283878,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
13,0.3386502189789289,0.034251653744483294,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.3383159899258625,0.018002431401984636,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
14,0.335892334596477,0.0306894226296529,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
19,0.33195763683660984,0.034738826464378265,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.3241679754090936,0.032567724502109166,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
11,0.3123225102688144,0.03249533177636088,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.3050791180198207,0.0409743649276359,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
17,0.2994958177335901,0.03183516938970809,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.2993021852769355,0.031056366730508517,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.29696323532975283,0.03231707231693963,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.29696323532975283,0.03231707231693963,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.29184591516443714,0.03390746706973139,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.28965155211081856,0.01697569867050902,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.28965155211081856,0.01697569867050902,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.2889543192608526,0.02567637492815662,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.2874933262145406,0.022852829720360096,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
