trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
3,0.42301638124494617,0.040153563589408706,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.41531369708065,0.04054609724911252,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.4082817458047533,0.04127852380978213,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.40775919786352555,0.04155688195682991,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.4073754758245238,0.06183687403776166,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
13,0.4038732059439554,0.04210226937212705,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.4032626006838508,0.04652091850593889,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.4031997375222668,0.04515429175333589,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.40307171465771985,0.04529504125513199,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
16,0.40204345929558744,0.04415961537759371,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.3999359041640957,0.05009916459809474,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.399082054793486,0.046419803367458656,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.3983546796212504,0.04356751463260208,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.3973876606899037,0.05467378777857529,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
18,0.3939335439776182,0.029153542202070493,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
11,0.39316814503189995,0.04947586275989482,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.39075917969019397,0.043685796786452624,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
1,0.389265825585917,0.042591496061918935,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.38801131931106525,0.0425468593554337,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
6,0.3870969753957495,0.04284382199873899,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
