trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
10,0.39446745023783514,0.013653389114061193,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
2,0.3921646931176747,0.009801022018978102,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
8,0.38499450869959695,0.008398189720857718,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.38499450869959695,0.008398189720857718,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.3843855325767071,0.016453630298851645,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.38100294599255746,0.012774456249091255,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.3699647994188086,0.008564647711143793,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
9,0.36078183249328877,0.008405156586547178,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.36002975107614077,0.017741715555396366,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.36002975107614077,0.017741715555396366,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.3578287434194134,0.01967073498502112,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.3577073817793292,0.004623610609130751,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
13,0.35359153623055173,0.028366058162726266,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.3499719803036405,0.023351490968090485,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.346233122023095,0.018027470989053582,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.34257855231027,0.02202243348177943,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.34060435171545195,0.02265548557600899,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
4,0.3225639894453633,0.03255164479571985,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
14,0.31806075542620493,0.06102897363830436,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
6,0.3129595323327832,0.0762050699008478,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
