trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
17,0.3212975568608194,0.008747630766435456,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.3153517189273855,0.01922233108791425,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
16,0.31447460644147057,0.00890717745124815,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.31447460644147057,0.00890717745124815,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.3089427895189944,0.02186826881791474,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.3056493044187777,0.020639780057489152,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.304374263122391,0.013480299536104594,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.3023923843821866,0.02574916261327048,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
7,0.30144426133710867,0.019862800094044612,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
13,0.2952689771465859,0.013921384143281992,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.2919997232757981,0.029748800232429682,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.2902343612033056,0.002719864438310683,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.2902343612033056,0.002719864438310683,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.2839697272716492,0.006777137750141857,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.28358913807919617,0.006381567266360858,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.28134460204580963,0.028214098541556848,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.27437379046559074,0.024967096047217745,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.26626689677925763,0.017573329446810424,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
11,0.2638594283674473,0.006219459909095407,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.23595897158480852,0.03693379350740153,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
