dataset,model_name,k,train_accuracy_mean,train_accuracy_std,train_macro_f1_mean,train_macro_f1_std,train_weighted_f1_mean,train_weighted_f1_std,train_macro_precision_mean,train_macro_precision_std,train_macro_recall_mean,train_macro_recall_std,validation_accuracy_mean,validation_accuracy_std,validation_macro_f1_mean,validation_macro_f1_std,validation_weighted_f1_mean,validation_weighted_f1_std,validation_macro_precision_mean,validation_macro_precision_std,validation_macro_recall_mean,validation_macro_recall_std,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_weighted_f1_mean,cv_weighted_f1_std,final_train_accuracy,final_train_macro_f1,final_train_weighted_f1,final_train_macro_precision,final_train_macro_recall,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall,train_test_accuracy_gap,train_test_macro_f1_gap,train_test_weighted_f1_gap
traditional_lihc,B3_structural_context,2,0.5842933606742662,0.048021281480862155,0.44480106870408875,0.024955978991392,0.6217929472881978,0.039938325567198514,0.4210388950156614,0.018425878586092695,0.5486729656954146,0.007310714184407033,0.5751754555925124,0.08919610759873257,0.35704844326868346,0.02414662882635106,0.6034440696928586,0.05138714091197328,0.35466630217423856,0.016671068926180248,0.41474677325472,0.009578860357863407,0.5751754555925124,0.08919610759873257,0.35704844326868346,0.02414662882635106,0.6034440696928586,0.05138714091197328,0.6672585227272727,0.5066726642417018,0.6857008114907539,0.4739115080190595,0.57350722123978,0.6173233936812211,0.4041484045648486,0.6363267727923188,0.38647910657960344,0.4474271752802038,0.049935129046051574,0.10252425967685319,0.04937403869843515
