trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
4,0.37861283693410985,0.0454909395564395,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
5,0.3770104298096875,0.04484555480109012,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.37388050973203085,0.04478007631387237,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
6,0.36981507601181723,0.04238425670114658,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.36851796413855736,0.038719524271452276,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.3678120514805495,0.038049985165196275,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.3678061644055463,0.03679665336060983,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.36704084872206966,0.0384072285143555,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.36644807378104255,0.041213135373070205,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.36446082412092967,0.03591349140895769,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.36246097832355273,0.05657534759689179,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.3623657634799352,0.043373567703872455,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.3581130162197593,0.04014261638418171,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.35793554543280914,0.030874643944805914,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.35622757331481975,0.04068849073051737,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.352944355522442,0.05251648489124396,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.3518447965159189,0.054566847352990756,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
14,0.34744024508060817,0.04780766976978455,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
13,0.3410827844182136,0.05821106648672109,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.330251538265214,0.053932048214318976,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
