dataset,model_name,k,train_accuracy_mean,train_accuracy_std,train_macro_f1_mean,train_macro_f1_std,train_weighted_f1_mean,train_weighted_f1_std,train_macro_precision_mean,train_macro_precision_std,train_macro_recall_mean,train_macro_recall_std,validation_accuracy_mean,validation_accuracy_std,validation_macro_f1_mean,validation_macro_f1_std,validation_weighted_f1_mean,validation_weighted_f1_std,validation_macro_precision_mean,validation_macro_precision_std,validation_macro_recall_mean,validation_macro_recall_std,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_weighted_f1_mean,cv_weighted_f1_std,final_train_accuracy,final_train_macro_f1,final_train_weighted_f1,final_train_macro_precision,final_train_macro_recall,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall,train_test_accuracy_gap,train_test_macro_f1_gap,train_test_weighted_f1_gap
hqrtm_q65,B3_structural_context,4,0.5372106761577116,0.026190923515081236,0.4106815267389956,0.024940909077664573,0.5889457500441622,0.02205666101706146,0.40733934407420325,0.020652090389287336,0.5663015356986191,0.025309166037431587,0.6062386593018974,0.041422400684526496,0.36228509343253734,0.04458491653771095,0.627553370399966,0.034757425950229466,0.3588770058400493,0.039037743778946754,0.39982962180393467,0.057832130648551715,0.6062386593018974,0.041422400684526496,0.36228509343253734,0.04458491653771095,0.627553370399966,0.034757425950229466,0.6084280303030303,0.46117128294885545,0.6438540923996224,0.43226376083665874,0.5867192593392201,0.5917642882499112,0.42238375692654007,0.6290183903017206,0.4015145435956484,0.5304600311707025,0.016663742053119046,0.03878752602231539,0.01483570209790186
