trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
3,0.38084250163233113,0.04717625628978799,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.3806505279430234,0.04890070488560413,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
19,0.3801863616685157,0.05182895933092712,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.3791546895891977,0.04832929209182038,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.3765439005228233,0.04452586171200645,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
7,0.3763362338622341,0.04797836351883796,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
13,0.37613955156488393,0.047931294621828886,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.3757173838054377,0.04774216905763885,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.37531318571507083,0.051817178989855946,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
2,0.3751306309083775,0.04251613808494638,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
20,0.3750060473173748,0.04408394070237695,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.37490716475720637,0.04034314408661244,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.37488256793436364,0.04778023847098336,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.37345582453519627,0.04515778820941146,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.3726785369249657,0.0444303344525511,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.3710332701210297,0.04695826424271543,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.36974003646272185,0.05233212837080261,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
9,0.3680722155201128,0.03796210416619134,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.36423788606868096,0.03625494966959101,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.3605276497072323,0.03553433546911941,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
