trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
12,0.4138324589310427,0.028060462122670406,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.41325207689190774,0.022789658963639832,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.4111630265909074,0.01847801856239258,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.4105185710138379,0.023275479276463305,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.40968453924624515,0.02270451995432759,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.4095483368835708,0.024452194651206394,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.40842782170398695,0.01916580650189544,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.4083273524605646,0.021341394254040708,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.40799893472012005,0.035992627011671656,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.4071802175698962,0.024575417237585863,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.4068827129700668,0.03356126616262972,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
18,0.40670413985899695,0.021008280463906303,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
11,0.4036075099405372,0.022304871671257425,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.4000102174236737,0.031249348490803013,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
1,0.3984334135866526,0.023094969494060032,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.39514179706544333,0.026793497935552243,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.3938380544918944,0.021194391291033423,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.39204540644984015,0.023784375409037006,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
14,0.3840694910948505,0.04168071464057636,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.3837572991380916,0.03709531052430361,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
