split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.7154356060606061,0.5237495361074676,0.7345337392786966,0.4981487756791664,0.5821632447715676
test,0.6957756478523252,0.49519635186094035,0.7142901623114031,0.4756095490566182,0.5523638647322032
