trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,verbose,loss_function,eval_metric,task_type,bootstrap_type,subsample,bagging_temperature
13,0.39018554423508406,0.042781019699616195,500,0.03,4,30,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.9,
15,0.389816838665552,0.044884880722836626,1000,0.03,4,20,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.9,
8,0.38621851675667074,0.041332835477289935,1000,0.1,4,3,0,MultiClass,TotalF1:average=Macro,CPU,Bayesian,,0.0
19,0.3835180042469796,0.04601351945754307,700,0.1,4,30,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.9,
6,0.3822165253223384,0.04563525946256476,500,0.1,8,30,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.7,
10,0.38109217847671567,0.04354561761039982,700,0.01,4,3,0,MultiClass,TotalF1:average=Macro,CPU,Bayesian,,0.0
3,0.3810237519125448,0.04722421211048023,1000,0.1,6,30,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.9,
1,0.380357615146804,0.042549285813927286,500,0.05,6,3,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.7,
17,0.37689320296255574,0.04662922724399073,300,0.03,6,20,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.7,
2,0.37477292964763814,0.045825281058224726,300,0.03,6,10,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.7,
18,0.37331792365492017,0.0400180302687847,1000,0.1,8,30,0,MultiClass,TotalF1:average=Macro,CPU,Bayesian,,0.0
14,0.37304044354065474,0.050725672973774276,1000,0.01,6,10,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.7,
20,0.3719820402159324,0.037398650094047504,500,0.1,8,20,0,MultiClass,TotalF1:average=Macro,CPU,Bayesian,,1.0
7,0.37128029764763637,0.041264490815535515,500,0.03,8,10,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.9,
11,0.37128029764763637,0.041264490815535515,300,0.03,8,10,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.9,
12,0.37104283881185235,0.03649622017310293,300,0.03,8,3,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.85,
16,0.3694878862471285,0.04370864011764785,1000,0.01,8,3,0,MultiClass,TotalF1:average=Macro,CPU,Bayesian,,3.0
4,0.3686769677597684,0.04190004438634253,1000,0.03,8,30,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.7,
9,0.36379788947014574,0.05043608973522695,500,0.01,8,30,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.85,
5,0.362082746888798,0.0430209756601947,1000,0.01,8,3,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.85,
