split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.6773200757575758,0.537886509938698,0.6994012717716209,0.5074562120808418,0.6105447058571414
test,0.6499822506212283,0.48884478901382056,0.6738451589910026,0.4669594440228672,0.5479018497880295
