dataset,model_name,k,train_accuracy_mean,train_accuracy_std,train_macro_f1_mean,train_macro_f1_std,train_weighted_f1_mean,train_weighted_f1_std,train_macro_precision_mean,train_macro_precision_std,train_macro_recall_mean,train_macro_recall_std,validation_accuracy_mean,validation_accuracy_std,validation_macro_f1_mean,validation_macro_f1_std,validation_weighted_f1_mean,validation_weighted_f1_std,validation_macro_precision_mean,validation_macro_precision_std,validation_macro_recall_mean,validation_macro_recall_std,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_weighted_f1_mean,cv_weighted_f1_std,final_train_accuracy,final_train_macro_f1,final_train_weighted_f1,final_train_macro_precision,final_train_macro_recall,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall,train_test_accuracy_gap,train_test_macro_f1_gap,train_test_weighted_f1_gap
hqrtm_q65,B3_structural_context,4,0.5826959744071565,0.03660927009102694,0.44420472498876484,0.03807626378436066,0.6277518354990738,0.025805988087014953,0.429618833650883,0.025842574937829748,0.5855743796185946,0.03303291597811662,0.5810105266406766,0.040194994396613316,0.3502801161595981,0.036162653874171995,0.6106695469098039,0.034961027288844974,0.35070511501781065,0.03742170371000943,0.38594092719844464,0.03156433747950318,0.5810105266406766,0.040194994396613316,0.3502801161595981,0.036162653874171995,0.6106695469098039,0.034961027288844974,0.6822916666666666,0.5314513835870245,0.7056424949344556,0.49007428377890483,0.6343680016276777,0.6265530706425275,0.43171336037954755,0.6544516893328373,0.40835921592119384,0.5040924799142258,0.05573859602413911,0.09973802320747693,0.05119080560161837
hqrtm_q65,B4_structural_context_socioeconomic,2,0.701389769312873,0.01818873798915905,0.5961754952823283,0.0009889243643861352,0.734104014251115,0.015319855317797733,0.5744105311829801,0.0005623898110247284,0.7054327406524017,0.039607782385800504,0.6559668260915521,0.08242648033565418,0.4074598841326319,0.0008952850672566397,0.6615338092959786,0.055798421581155874,0.41580056557012357,0.041231102952767475,0.4326910530884792,0.0437978214559538,0.6559668260915521,0.08242648033565418,0.4074598841326319,0.0008952850672566397,0.6615338092959786,0.055798421581155874,0.7897727272727273,0.6842582352321747,0.8041429598131689,0.652191656841523,0.7368625207085964,0.7199148029818956,0.5482141283472697,0.7391864465934979,0.5318666147370424,0.5808723717498606,0.06985792429083171,0.13604410688490498,0.064956513219671
hqrtm_q65,B4_structural_context_socioeconomic,3,0.6598476436708097,0.06756932177383021,0.5545463608736618,0.05665145082806277,0.696600480473163,0.05568937875605881,0.5382372865206225,0.03336149947484396,0.6702204063490106,0.018232530021356864,0.6739829091847621,0.052966033719485925,0.40361288722164107,0.06736004502443678,0.6690653740080202,0.036773848228839466,0.41232945554794614,0.0633781860833242,0.42058868420666107,0.06454749710150043,0.6739829091847621,0.052966033719485925,0.40361288722164107,0.06736004502443678,0.6690653740080202,0.036773848228839466,0.7575757575757576,0.6240915089919035,0.775347300774742,0.5963148817552772,0.6832286881237547,0.7305644302449414,0.5752361644204409,0.7477673703088727,0.5544766388528846,0.6207430666456502,0.027011327330816126,0.04885534457146257,0.027579930465869262
hqrtm_q65,B4_structural_context_socioeconomic,4,0.6750824276874947,0.06719055271442281,0.5627228681880172,0.07963777504398355,0.7102982259801883,0.055517256472086475,0.5405144386215321,0.07153802022933721,0.6797138814660864,0.048570713993889555,0.6569110620897258,0.022732122294394863,0.40379731411798375,0.08467746406908272,0.6687180696204148,0.024268741678814335,0.42366990149096884,0.07198816678339133,0.4232523312467737,0.09917271838640161,0.6569110620897258,0.022732122294394863,0.40379731411798375,0.08467746406908272,0.6687180696204148,0.024268741678814335,0.7897727272727273,0.6842582352321747,0.8041429598131689,0.652191656841523,0.7368625207085964,0.7199148029818956,0.5482141283472697,0.7391864465934979,0.5318666147370424,0.5808723717498606,0.06985792429083171,0.13604410688490498,0.064956513219671
hqrtm_q70,B1_structural,2,0.6393270549572345,0.05159789211718932,0.4712605737637089,0.0351443778274415,0.6717162260145955,0.04592996206078257,0.43883493875161506,0.02603768286298633,0.5847305626650917,0.022237443133561244,0.5546418020772629,0.09852297043601463,0.3347191708560533,0.005977412970608254,0.5898925934908081,0.0818173346802075,0.33213697887241,0.0012152066240446538,0.3769347506465872,0.028886556779846848,0.5546418020772629,0.09852297043601463,0.3347191708560533,0.005977412970608254,0.5898925934908081,0.0818173346802075,0.6260653409090909,0.46057174573406956,0.6590763725976473,0.42846051793245227,0.5691581133092474,0.5608803691870784,0.3513305942203145,0.5992741996385503,0.34125603959066264,0.4051354121875983,0.06518497172201254,0.10924115151375507,0.059802172959096955
hqrtm_q70,B1_structural,3,0.6142752396524905,0.019936608107386546,0.45303204929725577,0.03697101288754163,0.6509394190218823,0.013868520921878182,0.42343330475870117,0.0285502503724054,0.5746374960136569,0.036267096835309494,0.5710848323209249,0.05279638638090745,0.33399327734438566,0.028299775235633564,0.6059880635306285,0.04147100350330346,0.3284550361574855,0.02133354889650331,0.3699016670068682,0.0339044189923955,0.5710848323209249,0.05279638638090745,0.33399327734438566,0.028299775235633564,0.6059880635306285,0.04147100350330346,0.638967803030303,0.4759248900552666,0.6700852486729362,0.4411261698802554,0.5831464934295252,0.5598154064607739,0.34413297962654354,0.5973533051150488,0.3347591471466823,0.3924792791147592,0.0791523965695291,0.13179191042872307,0.07273194355788737
hqrtm_q70,B1_structural,4,0.6289031816755771,0.0379712107557442,0.46398030101011584,0.025217672397666584,0.6622007653069248,0.032383519041073464,0.4328538649143159,0.01927445398085664,0.5751598231225196,0.017354755094855373,0.5719394007192583,0.05070755693749536,0.33908124934318173,0.024979473139853527,0.6035010553506956,0.03785109686086314,0.3357698082373943,0.024974058611973878,0.37903978912283864,0.04778149547966739,0.5719394007192583,0.05070755693749536,0.33908124934318173,0.024979473139853527,0.6035010553506956,0.03785109686086314,0.638967803030303,0.4759248900552666,0.6700852486729362,0.4411261698802554,0.5831464934295252,0.5598154064607739,0.34413297962654354,0.5973533051150488,0.3347591471466823,0.3924792791147592,0.0791523965695291,0.13179191042872307,0.07273194355788737
hqrtm_q70,B2_structural_socioeconomic,2,0.5424291580366325,0.09795450739121726,0.43958309772150644,0.05091798401908965,0.6090294261844388,0.08207417684371829,0.5073661732761218,0.000429146625380427,0.5777397749430557,0.05290431931898744,0.5054111259955549,0.05854836370508479,0.37001297317355386,0.010808442628323398,0.5688551108154465,0.06826207905024972,0.45602941148906856,0.06149210493337298,0.46217311919067017,0.003981009203590686,0.5054111259955549,0.05854836370508479,0.37001297317355386,0.010808442628323398,0.5688551108154465,0.06826207905024972,0.6548295454545454,0.4856371679693996,0.6916902956727615,0.46764125452680483,0.5776094476380165,0.6357827476038339,0.459194368819128,0.6728179813992126,0.4458296696041387,0.5464015123811754,0.019046797850711505,0.02644279915027159,0.018872314273548962
hqrtm_q70,B2_structural_socioeconomic,3,0.6203281850329369,0.0778559790787424,0.4746088530879087,0.06905128843804628,0.6684528633784272,0.058981782855300695,0.48213088877982263,0.05184895543539988,0.586033710000981,0.030971996581306355,0.5893464809668233,0.01939839620373695,0.39018554423508406,0.05239583447000747,0.635959341772858,0.014417075173107747,0.4272998966248864,0.08993546911743187,0.44579321811232897,0.07421313108650439,0.5893464809668233,0.01939839620373695,0.39018554423508406,0.05239583447000747,0.635959341772858,0.014417075173107747,0.7154356060606061,0.5237495361074676,0.7345337392786966,0.4981487756791664,0.5821632447715676,0.6957756478523252,0.49519635186094035,0.7142901623114031,0.4756095490566182,0.5523638647322032,0.019659958208280925,0.028553184246527197,0.02024357696729351
hqrtm_q70,B2_structural_socioeconomic,4,0.6645336500078762,0.08168304977178098,0.5037093014292986,0.0753935960631387,0.6991431813556024,0.061113478039656846,0.4880477586686708,0.0672273430236477,0.5970377584625405,0.027652030527106346,0.6401045051436554,0.06201104957761633,0.39294317030978376,0.035632225181624747,0.6617790674539586,0.05425091423974952,0.400858032362972,0.050249586374254224,0.4148710270645633,0.03546280412889636,0.6401045051436554,0.06201104957761633,0.39294317030978376,0.035632225181624747,0.6617790674539586,0.05425091423974952,0.8319128787878788,0.6510790495319823,0.8204092652577433,0.6753673484110276,0.6357408465896501,0.7816826411075612,0.5125588356639216,0.7657003962255731,0.5280837851765657,0.5032170056198109,0.050230237680317535,0.13852021386806068,0.054708869032170204
hqrtm_q70,B3_structural_context,2,0.5914617112401097,0.054636434124422366,0.4483183269031805,0.05415957386883583,0.6335417209149018,0.04306244718365459,0.42433843623150397,0.03898946117068367,0.5939586953944835,0.05057981406824886,0.6019663443385714,0.04521053193454827,0.3644046288239695,0.018839317809187583,0.6310150952009566,0.029378129945033093,0.35801379988009147,0.02132893522716294,0.40206038956449386,0.03138293329926684,0.6019663443385714,0.04521053193454827,0.3644046288239695,0.018839317809187583,0.6310150952009566,0.029378129945033093,0.6588541666666666,0.4986193587701816,0.6864235719603708,0.4600658507229233,0.597811857198621,0.6041888533901314,0.39222868309996584,0.6378437616955874,0.3757214512437973,0.45045906707485256,0.05466531327653523,0.10639067567021576,0.04857981026478342
hqrtm_q70,B3_structural_context,3,0.5463004241943643,0.007661057887573074,0.40831628738026743,0.007862009119550154,0.5993738147465009,0.00583080492682654,0.4022200749126617,0.013394035674094553,0.5742113509820156,0.009492800310934621,0.6174041209871762,0.04081634136965193,0.3594321110170379,0.014268708687967667,0.6417855369832226,0.02538559950802146,0.3559289475839738,0.009661693206989912,0.3892305839798107,0.029677739428449017,0.6174041209871762,0.04081634136965193,0.3594321110170379,0.014268708687967667,0.6417855369832226,0.02538559950802146,0.6821732954545454,0.5193591894190376,0.7079476742811962,0.477366221086975,0.6279324341837312,0.6173233936812211,0.40493149193005445,0.6491364097804346,0.385795394867926,0.4690184711417603,0.06484990177332428,0.11442769748898313,0.05881126450076157
hqrtm_q70,B3_structural_context,4,0.4539484650255927,0.13594982107336273,0.35613263352665503,0.07554574778970503,0.4930780935307463,0.16220217209016233,0.3822518072015797,0.026137110606616665,0.546464190126536,0.03406155453024507,0.6259725363611381,0.11480455882314548,0.34911400617196364,0.03193534307763512,0.6333643275057241,0.07049913010915902,0.34800082212844896,0.02583208814710705,0.3845391026423656,0.059321633953723675,0.6259725363611381,0.11480455882314548,0.34911400617196364,0.03193534307763512,0.6333643275057241,0.07049913010915902,0.6588541666666666,0.4986193587701816,0.6864235719603708,0.4600658507229233,0.597811857198621,0.6041888533901314,0.39222868309996584,0.6378437616955874,0.3757214512437973,0.45045906707485256,0.05466531327653523,0.10639067567021576,0.04857981026478342
hqrtm_q70,B4_structural_context_socioeconomic,2,0.7054988348928362,0.09167632065525479,0.6087389803363041,0.10340489998728826,0.7416052746850048,0.0747427026548694,0.5818306235144495,0.08432472417564174,0.7113395549521806,0.10021836832980376,0.6735603505328547,0.11516454768447429,0.3968072799826528,0.0031712317593978146,0.6779063976550899,0.07453370590393449,0.41113111356736465,0.042397022807207696,0.421588310782816,0.03576337933193272,0.6735603505328547,0.11516454768447429,0.3968072799826528,0.0031712317593978146,0.6779063976550899,0.07453370590393449,0.7953361742424242,0.6721697434305196,0.8106026169998957,0.6415699090871403,0.7217898190200193,0.7319843805466809,0.5627694229810319,0.7492546497549802,0.5439172638337395,0.5949883603049493,0.06335179369574329,0.10940032044948766,0.061347967244915425
