trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
20,0.3691624788508232,0.026127795557789667,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.3691624788508232,0.026127795557789667,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.3661110228818793,0.02437208954988004,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.3661110228818793,0.02437208954988004,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.36575025911540254,0.032496259729779854,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.3656099379932958,0.011211982707508021,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
7,0.3607803864148844,0.01498224772198375,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
17,0.3588042194182485,0.03218595700517537,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.3582872308500216,0.02955966959292247,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.35273253174176844,0.04705267527675793,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.35116252480579635,0.022908939464420908,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.34989167026031587,0.06283649103534623,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.34963645354473455,0.046778235825437844,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
14,0.3481948700692279,0.02688299375134533,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.3401617962812757,0.027757224775039984,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.33343362662329007,0.028994081541721867,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.32570069824856035,0.03284568551148431,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
9,0.32076186440134413,0.06249963876883811,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.31831477283098963,0.04790891777859954,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.30539931333361364,0.03665752229489362,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
