split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.7464488636363636,0.6264863943609466,0.767996107650243,0.5966475546622965,0.6931727752693735
test,0.7188498402555911,0.5738126751041666,0.7405117738546322,0.5514746425457286,0.6211292522260106
