split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.6505681818181818,0.49538579909493513,0.6771951934312922,0.4594219867307175,0.5963747325044501
test,0.5669151579694711,0.363307076479376,0.6018721402288864,0.3519708321666003,0.4179872608445506
