trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
1,0.35855901627522946,0.005707638836614895,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.35554936323715985,0.022203167630154043,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.35401132326391044,0.015691057514607885,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
19,0.3538525442847154,0.01616092506146112,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.35340405854860735,0.015294182502886456,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.3532732190961739,0.01121104210075344,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.3529754682101129,0.011030766251939009,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
7,0.3525994519305657,0.016181772180935642,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
2,0.3521488564573607,0.014721613261848962,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
20,0.35178868682402475,0.014524211542972733,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.35178868682402475,0.014524211542972733,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.3509527100581537,0.018440894486342754,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.34972276284090326,0.010859960446185046,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.34772294168840895,0.011344352677225715,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.34736503884166986,0.019125853287826105,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
9,0.34689070076697703,0.01815396722670568,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.3467814783337712,0.0134322569245832,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
11,0.345413269666169,0.013414534476032282,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.34307228734047107,0.019747866939644147,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.34197615464304404,0.017156556010268553,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
