split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.82421875,0.6601991180008104,0.8065005374634745,0.683989721851076,0.6527089020004915
test,0.7749378771742989,0.5443999348221663,0.7490660032862887,0.5641406480022788,0.5403981779338012
