split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.8293087121212122,0.6904847080489405,0.8155205414880854,0.7113818737658372,0.6800583824776096
test,0.7763578274760383,0.5431284917289568,0.7548418070490115,0.5607939027560152,0.5380477268805306
