accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,fold
0.7253116011505273,0.4338294673937782,0.7200529805197396,0.42775964292080776,0.4410597924453152,1
0.7141683778234086,0.4207929864124851,0.7260592324889091,0.5034342200430033,0.45189437463751847,2
0.7194666666666667,0.389838681836718,0.6863747347966963,0.40827596557777973,0.40359916284032277,3
0.5657894736842105,0.3032974702787298,0.5883705989226998,0.3020273834730504,0.3209852791789991,4
