trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
19,0.31058768819779303,0.010857925098010347,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.30625210019769145,0.029819198998336214,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.3055936092177498,0.030530822787103836,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.30451063888891755,0.03256719321351548,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
13,0.3041581650295546,0.021747532463688147,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.30028488367774436,0.013413947504179305,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
7,0.2992959654184344,0.016697606563765427,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.2969244955013286,0.0399156992962184,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.29622452757631224,0.024299955948521565,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.2960798794703832,0.039673980478045746,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
9,0.29430283687646275,0.031913918052066496,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.29318570694367124,0.018143766506596472,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
1,0.29058854612492585,0.010222045867826804,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.29058854612492585,0.010222045867826804,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.287702452686436,0.015980841859845635,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.2858857572668918,0.023423061141097164,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
17,0.2852205369196335,0.01954424760246819,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.27974868316298523,0.012209554141237505,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
8,0.27822305817273624,0.019948771099360132,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.27822305817273624,0.019948771099360132,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
