accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,fold
0.5955967555040557,0.39092326812129974,0.6148784120871468,0.3716833357082145,0.44761189761189757,1
0.6549721751754174,0.37070968457698183,0.6571875010346467,0.36785317528367634,0.3789923040943405,2
