trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
3,0.36337586844925696,0.024139999107559568,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.35938733686833535,0.020151467526637934,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.3589934629951999,0.019757593653502492,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.3518548678447724,0.032500426960807016,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.3501181512080892,0.03076371032412384,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
14,0.34923538962355405,0.029880948739588714,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
18,0.34780895981546167,0.036248874036241885,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
17,0.3476141854472087,0.03391792083775658,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.3469712511115597,0.028303789236582916,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
5,0.34572975207455564,0.04439301163215953,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.34561997864194066,0.04106709315380114,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.3454455556408401,0.03379513773391818,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.3446961812713135,0.03573597992852595,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
1,0.3440626688225289,0.031684411379747174,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.3440626688225289,0.031684411379747174,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.34185931159771543,0.03667752309757352,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.34185931159771543,0.03667752309757352,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.3411686502784542,0.03679509225278077,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.3180031921645188,0.016283298944204327,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.31392658719295197,0.020359903915771138,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
