trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
18,0.3628524728439751,0.02244530069292125,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
7,0.36231978504521756,0.01957265200068046,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
17,0.3616679740453345,0.02408219245212476,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.3614910247103795,0.023353139961504524,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.36060607193389355,0.02738443725672862,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.36036277204500006,0.022570310799624602,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.3592366425736109,0.01809964602878605,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.35848705973552036,0.021642664574233056,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.3562909715888634,0.02344721767771189,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.35449267364996456,0.019258316116525554,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.35445024385433216,0.027237981556736568,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.3543031688683455,0.022776758965122858,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
20,0.35411821742734456,0.0270123315340694,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.35136210691469016,0.049960915908303885,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
2,0.3485711180287494,0.028857049961399543,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.34559499091174145,0.05282849285488621,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
14,0.3418913697941544,0.04951658566237963,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
13,0.34098748872081647,0.050744854559456855,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.3395514420071121,0.05061563345564293,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.33492611113597365,0.05061570166121965,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
