split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.5913825757575758,0.4491101557434948,0.6295763532813764,0.42440972010213796,0.5522887659140484
test,0.5530706425275116,0.3975403518312799,0.5921181414832175,0.3796536592213807,0.4843502262896031
