split,metric,iteration,mean,std
learn,MultiClass,1,1.2958743458957867,0.016970836303077445
learn,MultiClass,2,1.2172852327006207,0.04060188506044305
learn,MultiClass,3,1.1473998660184335,0.04403544504660369
learn,MultiClass,4,1.0959330665889475,0.043030352722038305
learn,MultiClass,5,1.0489620795175933,0.04432200992964015
learn,MultiClass,6,1.005110410731067,0.047528941812822106
learn,MultiClass,7,0.9717614983452187,0.052033223872922224
learn,MultiClass,8,0.9340534021813816,0.05349330089382567
learn,MultiClass,9,0.9012246117067215,0.05512214786970495
learn,MultiClass,10,0.8734793764410431,0.055282832471083156
learn,MultiClass,11,0.8479563467570166,0.05734913023278929
learn,MultiClass,12,0.8286725638128857,0.0599711458168639
learn,MultiClass,13,0.806801363017604,0.056576739337400136
learn,MultiClass,14,0.7872041636267488,0.05829718347815089
learn,MultiClass,15,0.7721041070207649,0.061155167474419306
learn,MultiClass,16,0.7550899894206804,0.06316239233653492
learn,MultiClass,17,0.7384448673313623,0.06241825459517754
learn,MultiClass,18,0.7236680388133279,0.06199036265945786
learn,MultiClass,19,0.7093570688642734,0.06414511398711008
learn,MultiClass,20,0.6997631548381087,0.062312951197181825
learn,MultiClass,21,0.6873285600625888,0.05852975965614127
learn,MultiClass,22,0.6756497170118074,0.061359610510024455
learn,MultiClass,23,0.6649463176081303,0.06142046321622865
learn,MultiClass,24,0.6569437013711736,0.06390359461323891
learn,MultiClass,25,0.645839517268286,0.06618758826697232
learn,MultiClass,26,0.6353600087126705,0.0665066436817871
learn,MultiClass,27,0.6271859426697516,0.0656648267342255
learn,MultiClass,28,0.6195495436804457,0.06798416697733141
learn,MultiClass,29,0.6108546196656657,0.069157666175073
learn,MultiClass,30,0.6031650072807145,0.06909073303989549
learn,MultiClass,31,0.5976753234295582,0.0664106461124437
learn,MultiClass,32,0.59174678265079,0.06559114839767043
learn,MultiClass,33,0.584623623712639,0.0642482209047372
learn,MultiClass,34,0.5778133665389977,0.0640902647516666
learn,MultiClass,35,0.5726161855422991,0.06417080645671412
learn,MultiClass,36,0.5662681511831862,0.06379068395641092
learn,MultiClass,37,0.5608319209163675,0.06351424302170286
learn,MultiClass,38,0.5560426196899546,0.06288349932810355
learn,MultiClass,39,0.5499990124118326,0.06459360753889558
learn,MultiClass,40,0.543595313907757,0.063483601010081
learn,MultiClass,41,0.5390461411098767,0.06255585968006941
learn,MultiClass,42,0.5343821362538397,0.06251680980536774
learn,MultiClass,43,0.5306397165908129,0.06126277489339354
learn,MultiClass,44,0.525629349071543,0.06004231872787843
learn,MultiClass,45,0.5216711792000146,0.05921045446226693
learn,MultiClass,46,0.5175940118408494,0.05791248879940624
learn,MultiClass,47,0.5146100080016124,0.05674388204891999
learn,MultiClass,48,0.5111342328007193,0.05699311554728158
learn,MultiClass,49,0.5072741178262652,0.057712507022223226
learn,MultiClass,50,0.5040955031992347,0.05760380929327727
learn,MultiClass,51,0.500980504071714,0.057702567334702914
learn,MultiClass,52,0.4969910935103554,0.05766446020554063
learn,MultiClass,53,0.49410022304791534,0.05752676443290071
learn,MultiClass,54,0.49121263649939095,0.057300629736836105
learn,MultiClass,55,0.4885570233792962,0.05641738630423356
learn,MultiClass,56,0.48500793976534595,0.05550021568880245
learn,MultiClass,57,0.4817782548430851,0.05511487929231385
learn,MultiClass,58,0.4789455442451518,0.05575854679506992
learn,MultiClass,59,0.4755006637746608,0.05766934675113901
learn,MultiClass,60,0.47172918563447486,0.05561221530424192
learn,MultiClass,61,0.4689221411536014,0.054993511560749754
learn,MultiClass,62,0.46674911910344496,0.05453957747600318
learn,MultiClass,63,0.4632597629398529,0.05446271625911414
learn,MultiClass,64,0.46034262843449714,0.05338945319910262
learn,MultiClass,65,0.4576423062152538,0.05362877235022477
learn,MultiClass,66,0.4546898570828131,0.0530846207458206
learn,MultiClass,67,0.451539039951794,0.052396574860584154
learn,MultiClass,68,0.44977814659745985,0.05245685790252066
learn,MultiClass,69,0.4477948447200424,0.05217821409988054
learn,MultiClass,70,0.4460311029952917,0.05300859191369788
learn,MultiClass,71,0.44401387110018864,0.05196486151373583
learn,MultiClass,72,0.4419125370349909,0.05155942901078136
learn,MultiClass,73,0.4393603875695965,0.049918290431712614
learn,MultiClass,74,0.4372920456433109,0.050072877360691034
learn,MultiClass,75,0.43518191907895465,0.0500935367643633
learn,MultiClass,76,0.4337085181319539,0.04924359891308006
learn,MultiClass,77,0.43220175938383554,0.04767446700308629
learn,MultiClass,78,0.429891215153426,0.04677001778977638
learn,MultiClass,79,0.4283923790537096,0.046775834864172236
learn,MultiClass,80,0.42599249862350785,0.045441519772595466
learn,MultiClass,81,0.42416285103978435,0.04502342354105263
learn,MultiClass,82,0.4218821241113738,0.04499823820302055
learn,MultiClass,83,0.42007998799724816,0.04480957239116836
learn,MultiClass,84,0.41785712172935796,0.04381946413049717
learn,MultiClass,85,0.41576423126625417,0.042441814294455
learn,MultiClass,86,0.4136265290649558,0.04300306959291814
learn,MultiClass,87,0.4115963377394103,0.042679313214534595
learn,MultiClass,88,0.4094512647405577,0.041813948647937894
learn,MultiClass,89,0.407373610621386,0.04091734963367438
learn,MultiClass,90,0.4050735648093988,0.03977778963263929
learn,MultiClass,91,0.4037236489740153,0.03958447388707464
learn,MultiClass,92,0.40165162723931425,0.03936704931156899
learn,MultiClass,93,0.3997075971863694,0.03886548107621696
learn,MultiClass,94,0.3978948527739569,0.03836580756121385
learn,MultiClass,95,0.39504992349750134,0.0365885181695643
learn,MultiClass,96,0.39344648579385194,0.036239148655605846
learn,MultiClass,97,0.3913332693583852,0.0361245880566733
learn,MultiClass,98,0.38812368479971093,0.0356308896410501
learn,MultiClass,99,0.3859983747951388,0.03490377999763864
learn,MultiClass,100,0.38460186246809014,0.035408210147260984
learn,MultiClass,101,0.38289450615220566,0.03565196207600894
learn,MultiClass,102,0.3815595985120701,0.03521728605076374
learn,MultiClass,103,0.3792819265956294,0.03349943500894332
learn,MultiClass,104,0.37742360330242053,0.033058074856339534
learn,MultiClass,105,0.37581021566735406,0.03312269662142066
learn,MultiClass,106,0.37449003771842354,0.03278683235514942
learn,MultiClass,107,0.3726201340247456,0.03189191522054425
learn,MultiClass,108,0.37140941448997056,0.03154152277142521
learn,MultiClass,109,0.36897933125094606,0.03058985458464315
learn,MultiClass,110,0.3671344662916071,0.02995171999832061
learn,MultiClass,111,0.3656058560920916,0.02966154025300207
learn,MultiClass,112,0.3639894512413718,0.029439437310450046
learn,MultiClass,113,0.3626380180349418,0.02954807061498055
learn,MultiClass,114,0.36113454105434295,0.029301024643410733
learn,MultiClass,115,0.35960155316738485,0.029009290633047337
learn,MultiClass,116,0.35788606991574845,0.0286907926399306
learn,MultiClass,117,0.3560557791726655,0.028116916339719782
learn,MultiClass,118,0.3535528314854195,0.02685305527955252
learn,MultiClass,119,0.3518248137747262,0.025983999375304243
learn,MultiClass,120,0.35054217702984997,0.025705342499660732
learn,MultiClass,121,0.348936204371674,0.025646627620520144
learn,MultiClass,122,0.3470246865495823,0.02511169663409014
learn,MultiClass,123,0.3457869979196081,0.02475005386061048
learn,MultiClass,124,0.34400371663794294,0.02354612962469134
learn,MultiClass,125,0.342687374512691,0.023157175629584074
learn,MultiClass,126,0.3405916251648924,0.021732084463800334
learn,MultiClass,127,0.3393838869806054,0.021534484624864948
learn,MultiClass,128,0.33777922158933205,0.021114026005514454
learn,MultiClass,129,0.3361166591878419,0.02127196100271296
learn,MultiClass,130,0.33434375252474546,0.02101412833319124
learn,MultiClass,131,0.332952759269296,0.02039971492627119
learn,MultiClass,132,0.3315257247829215,0.020178302415046326
learn,MultiClass,133,0.3307529845655489,0.020174558348605633
learn,MultiClass,134,0.32923483664738895,0.020819871867552672
learn,MultiClass,135,0.3277410237394187,0.020738296789852746
learn,MultiClass,136,0.32640454714718536,0.020472120046085205
learn,MultiClass,137,0.325155703129519,0.020430700187479924
learn,MultiClass,138,0.32401148594512197,0.020757148546647945
learn,MultiClass,139,0.32279437482486983,0.020573575163428563
learn,MultiClass,140,0.3213296696115817,0.02069295778662419
learn,MultiClass,141,0.31941601046136736,0.019583392263765764
learn,MultiClass,142,0.31844430628698417,0.019670197408986487
learn,MultiClass,143,0.3174006880699416,0.019141599353602243
learn,MultiClass,144,0.3162890677997924,0.018841782759731137
learn,MultiClass,145,0.3153025938899338,0.019148301605071173
learn,MultiClass,146,0.3144409271969676,0.01866033358138251
learn,MultiClass,147,0.3130097153524368,0.01863383056111322
learn,MultiClass,148,0.3117334032951508,0.018187011624351015
learn,MultiClass,149,0.3110061757881989,0.018354652427370236
learn,MultiClass,150,0.3091206488102535,0.017055461413155372
learn,MultiClass,151,0.3081606313363882,0.016849562943974727
learn,MultiClass,152,0.3066106632166421,0.016569276093474705
learn,MultiClass,153,0.306256698978951,0.017013457636695838
learn,MultiClass,154,0.30521467396902696,0.016195891940772457
learn,MultiClass,155,0.3042846479640978,0.01640688977666416
learn,MultiClass,156,0.30327598297428554,0.016042514294222827
learn,MultiClass,157,0.3024490669402094,0.016024154546932044
learn,MultiClass,158,0.3016174832486249,0.015924303586060357
learn,MultiClass,159,0.300585266934943,0.015667746312397687
learn,MultiClass,160,0.2999140210024771,0.01584528180692712
learn,MultiClass,161,0.29988262913804287,0.015868029956154422
learn,MultiClass,162,0.2986855986333721,0.015012637525827844
learn,MultiClass,163,0.2979705683014512,0.014979794706183405
learn,MultiClass,164,0.2972073299319078,0.014886816490354487
learn,MultiClass,165,0.29644396858990485,0.014998648114029345
learn,MultiClass,166,0.29590084406767186,0.015731334049767055
learn,MultiClass,167,0.2953638929443816,0.01505057290268734
learn,MultiClass,168,0.2948988556782758,0.015001973891474656
learn,MultiClass,169,0.2941253064911582,0.01443371271428643
learn,MultiClass,170,0.30315076548199804,
learn,MultiClass,171,0.30183304821217416,
learn,MultiClass,172,0.3009284603120867,
learn,MultiClass,173,0.2995997330159408,
learn,MultiClass,174,0.29913819985655093,
learn,MultiClass,175,0.29825414022927427,
learn,MultiClass,176,0.2973413587426176,
learn,MultiClass,177,0.29673980097739977,
learn,MultiClass,178,0.2962158164734056,
learn,MultiClass,179,0.2954364823616721,
learn,MultiClass,180,0.2942287749596711,
learn,MultiClass,181,0.29353017171341267,
learn,MultiClass,182,0.2930846378415919,
learn,MultiClass,183,0.2918089114516756,
learn,MultiClass,184,0.2905140395395402,
learn,MultiClass,185,0.2895488367759644,
learn,MultiClass,186,0.28841231373234966,
learn,MultiClass,187,0.28705967119843356,
learn,MultiClass,188,0.28651202737555664,
learn,MultiClass,189,0.28565225971439623,
learn,MultiClass,190,0.28496994308993545,
learn,MultiClass,191,0.28329646792388424,
learn,MultiClass,192,0.28252415775674183,
learn,MultiClass,193,0.28139332845874354,
learn,MultiClass,194,0.28007254332358694,
learn,MultiClass,195,0.2788686830675953,
learn,MultiClass,196,0.27854471632118566,
learn,MultiClass,197,0.2775728511000689,
learn,MultiClass,198,0.27686317227799384,
learn,MultiClass,199,0.2758978287413531,
learn,MultiClass,200,0.27538899481073537,
learn,MultiClass,201,0.2750400935345442,
learn,MultiClass,202,0.2740495321198531,
learn,MultiClass,203,0.2740274882783793,
learn,MultiClass,204,0.2730383377720471,
learn,MultiClass,205,0.2725907780889412,
learn,MultiClass,206,0.27257356312848746,
learn,MultiClass,207,0.27256604856375155,
learn,MultiClass,208,0.27172179265899105,
learn,MultiClass,209,0.2711710907251503,
learn,MultiClass,210,0.27060960946217427,
learn,MultiClass,211,0.2705884616982736,
learn,MultiClass,212,0.26972810061447133,
learn,MultiClass,213,0.26970779355999586,
learn,MultiClass,214,0.268542770767739,
learn,MultiClass,215,0.26807515082983174,
learn,MultiClass,216,0.26782109172084917,
learn,MultiClass,217,0.26781703951859315,
learn,MultiClass,218,0.2671354053464898,
learn,TotalF1:average=Macro,1,0.7079976008780706,0.05345827601597159
learn,TotalF1:average=Macro,2,0.7202882665482917,0.040335734251607684
learn,TotalF1:average=Macro,3,0.7336560365679734,0.02361345245033175
learn,TotalF1:average=Macro,4,0.7334651825121093,0.02318976291490707
learn,TotalF1:average=Macro,5,0.7367296966695428,0.015028491673051923
learn,TotalF1:average=Macro,6,0.7398905136704836,0.01408733965831672
learn,TotalF1:average=Macro,7,0.7465594758922611,0.02448114993819436
learn,TotalF1:average=Macro,8,0.7499184569488887,0.026611724795600197
learn,TotalF1:average=Macro,9,0.749171191564468,0.030929033367793245
learn,TotalF1:average=Macro,10,0.7517929200031013,0.026812639249916167
learn,TotalF1:average=Macro,11,0.7534207283904274,0.027417315982950583
learn,TotalF1:average=Macro,12,0.7540572959682454,0.026042583810889246
learn,TotalF1:average=Macro,13,0.7580130514088758,0.022190093246451378
learn,TotalF1:average=Macro,14,0.7620894554212261,0.020475683018756085
