split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.5788352272727273,0.44283503470784635,0.6158911552570334,0.41791906133115286,0.5395317367959975
test,0.5264465743698971,0.3522752758513985,0.5673468437183465,0.34323516850827346,0.4090874480757789
