fold,split,metric,iteration,value
2,learn,TotalF1:average=Macro,1,0.6357630594060347
2,learn,TotalF1:average=Macro,2,0.6630540080990444
2,learn,TotalF1:average=Macro,3,0.6715276532924637
2,learn,TotalF1:average=Macro,4,0.6713006881691522
2,learn,TotalF1:average=Macro,5,0.6779334431499393
2,learn,TotalF1:average=Macro,6,0.6793494781470423
2,learn,TotalF1:average=Macro,7,0.6803573997013712
2,learn,TotalF1:average=Macro,8,0.6804889331700473
2,learn,TotalF1:average=Macro,9,0.6834683040749518
2,learn,TotalF1:average=Macro,10,0.6875140476585637
2,learn,TotalF1:average=Macro,11,0.6872603067427997
2,learn,TotalF1:average=Macro,12,0.6890510837863235
2,learn,TotalF1:average=Macro,13,0.6933482482906775
2,learn,TotalF1:average=Macro,14,0.6937133064678619
2,learn,TotalF1:average=Macro,15,0.6943617563066808
2,learn,TotalF1:average=Macro,16,0.694712041116192
2,learn,TotalF1:average=Macro,17,0.6964684947656961
2,learn,TotalF1:average=Macro,18,0.6959436417791308
2,learn,TotalF1:average=Macro,19,0.6936287342757237
2,learn,TotalF1:average=Macro,20,0.6945408108436519
2,learn,TotalF1:average=Macro,21,0.697234365466919
2,learn,TotalF1:average=Macro,22,0.698018450543311
2,learn,TotalF1:average=Macro,23,0.6946182466208624
2,learn,TotalF1:average=Macro,24,0.6950989376882535
2,learn,TotalF1:average=Macro,25,0.6979764775195838
2,learn,TotalF1:average=Macro,26,0.6996835391586325
2,learn,TotalF1:average=Macro,27,0.7005690483484472
2,learn,TotalF1:average=Macro,28,0.7014939743545022
2,learn,TotalF1:average=Macro,29,0.701943250537109
2,learn,TotalF1:average=Macro,30,0.7036784437474897
2,learn,TotalF1:average=Macro,31,0.7047701222407048
2,learn,TotalF1:average=Macro,32,0.7036072116718954
2,learn,TotalF1:average=Macro,33,0.7034744258120753
2,learn,TotalF1:average=Macro,34,0.7061955626508687
2,learn,TotalF1:average=Macro,35,0.7062627975242037
2,learn,TotalF1:average=Macro,36,0.7093568072144119
2,learn,TotalF1:average=Macro,37,0.7111167593683214
2,learn,TotalF1:average=Macro,38,0.7131255042178705
2,learn,TotalF1:average=Macro,39,0.7141543994686925
2,learn,TotalF1:average=Macro,40,0.7164331533891054
2,learn,TotalF1:average=Macro,41,0.7184922769784794
2,learn,TotalF1:average=Macro,42,0.7195368418258283
2,learn,TotalF1:average=Macro,43,0.7222945301336006
2,learn,TotalF1:average=Macro,44,0.7239800098040307
2,learn,TotalF1:average=Macro,45,0.7253434899776254
2,learn,TotalF1:average=Macro,46,0.7259747250247603
2,learn,TotalF1:average=Macro,47,0.7280876033990481
2,learn,TotalF1:average=Macro,48,0.7297475126282932
2,learn,TotalF1:average=Macro,49,0.7307151711180272
2,learn,TotalF1:average=Macro,50,0.7323070792916672
2,learn,TotalF1:average=Macro,51,0.7342540092181349
2,learn,TotalF1:average=Macro,52,0.7345264486247514
2,learn,TotalF1:average=Macro,53,0.7352268795638239
2,learn,TotalF1:average=Macro,54,0.7362938677982441
2,learn,TotalF1:average=Macro,55,0.7395987269630052
2,learn,TotalF1:average=Macro,56,0.7407470654628228
2,learn,TotalF1:average=Macro,57,0.7420659999106523
2,learn,TotalF1:average=Macro,58,0.7435657486067525
2,learn,TotalF1:average=Macro,59,0.7440623678570033
2,learn,TotalF1:average=Macro,60,0.7444932590548289
2,learn,TotalF1:average=Macro,61,0.7465197334866727
2,learn,TotalF1:average=Macro,62,0.7464399538296805
2,learn,TotalF1:average=Macro,63,0.7490336615249832
2,learn,TotalF1:average=Macro,64,0.7498808478418041
2,learn,TotalF1:average=Macro,65,0.7501645687734781
2,learn,TotalF1:average=Macro,66,0.7521708805629661
2,learn,TotalF1:average=Macro,67,0.752472949386642
2,learn,TotalF1:average=Macro,68,0.7536893135724071
2,learn,TotalF1:average=Macro,69,0.7551348235292257
2,learn,TotalF1:average=Macro,70,0.7556759168789458
2,learn,TotalF1:average=Macro,71,0.7570195389323908
2,learn,TotalF1:average=Macro,72,0.7571141515656215
2,learn,TotalF1:average=Macro,73,0.7582023489502225
2,learn,TotalF1:average=Macro,74,0.7595598869138018
2,learn,TotalF1:average=Macro,75,0.761475835684916
2,learn,TotalF1:average=Macro,76,0.7626601810166063
2,learn,TotalF1:average=Macro,77,0.7631598796193306
2,learn,TotalF1:average=Macro,78,0.7641762337787236
2,learn,TotalF1:average=Macro,79,0.7654623342529416
2,learn,TotalF1:average=Macro,80,0.7663284380108872
2,learn,TotalF1:average=Macro,81,0.7668071972312224
2,learn,TotalF1:average=Macro,82,0.7682883739676557
2,learn,TotalF1:average=Macro,83,0.7683871476779052
2,learn,TotalF1:average=Macro,84,0.7690151822108412
2,learn,TotalF1:average=Macro,85,0.7705168714826551
2,learn,TotalF1:average=Macro,86,0.7710735481745218
2,learn,TotalF1:average=Macro,87,0.77210209005089
2,learn,TotalF1:average=Macro,88,0.7724801178267904
2,learn,TotalF1:average=Macro,89,0.7729502923361241
2,learn,TotalF1:average=Macro,90,0.7730028879323579
2,learn,TotalF1:average=Macro,91,0.773172260482945
2,learn,TotalF1:average=Macro,92,0.7739591043362108
2,learn,TotalF1:average=Macro,93,0.7747415407321241
2,learn,TotalF1:average=Macro,94,0.7748691363300501
2,learn,TotalF1:average=Macro,95,0.7756765375690717
2,learn,TotalF1:average=Macro,96,0.777075487950419
2,learn,TotalF1:average=Macro,97,0.7770879077997765
2,learn,TotalF1:average=Macro,98,0.7779348431610553
2,learn,TotalF1:average=Macro,99,0.7788249555692983
2,learn,TotalF1:average=Macro,100,0.7790403972588336
2,learn,TotalF1:average=Macro,101,0.7812086309744336
2,learn,TotalF1:average=Macro,102,0.7821832902115238
2,learn,TotalF1:average=Macro,103,0.7828318947742539
2,learn,TotalF1:average=Macro,104,0.7832064223223321
2,learn,TotalF1:average=Macro,105,0.7844234842068698
2,learn,TotalF1:average=Macro,106,0.7842595787564117
2,learn,TotalF1:average=Macro,107,0.7844443551763713
2,learn,TotalF1:average=Macro,108,0.7852828638486761
2,learn,TotalF1:average=Macro,109,0.7858095781075398
2,learn,TotalF1:average=Macro,110,0.7872930991271576
2,learn,TotalF1:average=Macro,111,0.7882040641215581
2,learn,TotalF1:average=Macro,112,0.7889931073469585
2,learn,TotalF1:average=Macro,113,0.7892903461238885
2,learn,TotalF1:average=Macro,114,0.7898891731418028
2,learn,TotalF1:average=Macro,115,0.7906688320341269
2,learn,TotalF1:average=Macro,116,0.7912964504319944
2,learn,TotalF1:average=Macro,117,0.7919573164951453
2,learn,TotalF1:average=Macro,118,0.7926217025050992
2,learn,TotalF1:average=Macro,119,0.793306962059438
2,learn,TotalF1:average=Macro,120,0.7943939824412961
2,learn,TotalF1:average=Macro,121,0.7947180955295752
2,learn,TotalF1:average=Macro,122,0.7956129407635731
2,learn,TotalF1:average=Macro,123,0.7959899060458409
2,learn,TotalF1:average=Macro,124,0.7960470910244034
2,learn,TotalF1:average=Macro,125,0.7965666454034033
2,learn,TotalF1:average=Macro,126,0.7968835479801044
2,learn,TotalF1:average=Macro,127,0.7978477927872001
2,learn,TotalF1:average=Macro,128,0.7987158916578713
2,learn,TotalF1:average=Macro,129,0.7987389331847801
2,learn,TotalF1:average=Macro,130,0.7983798069278472
2,learn,TotalF1:average=Macro,131,0.799404734692781
2,learn,TotalF1:average=Macro,132,0.800073669982337
2,learn,TotalF1:average=Macro,133,0.8008504523207349
2,learn,TotalF1:average=Macro,134,0.80136454360098
2,learn,TotalF1:average=Macro,135,0.8014812678527686
2,learn,TotalF1:average=Macro,136,0.8019043261801614
2,learn,TotalF1:average=Macro,137,0.8022706886896156
2,learn,TotalF1:average=Macro,138,0.8024056768928494
2,learn,TotalF1:average=Macro,139,0.8023736736321398
2,learn,TotalF1:average=Macro,140,0.8026322145008331
2,learn,TotalF1:average=Macro,141,0.8029371272328597
2,learn,TotalF1:average=Macro,142,0.8035068550130784
2,learn,TotalF1:average=Macro,143,0.8033835882453647
2,learn,TotalF1:average=Macro,144,0.8035220477569307
2,learn,TotalF1:average=Macro,145,0.8047876424555412
2,learn,TotalF1:average=Macro,146,0.8058718562281707
2,learn,TotalF1:average=Macro,147,0.8070444162790957
2,learn,TotalF1:average=Macro,148,0.8074639911084026
2,learn,TotalF1:average=Macro,149,0.80754003384846
