split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.6980350378787878,0.5235488490438301,0.7196062932804961,0.48296294089554975,0.6162314111452708
test,0.6400425985090522,0.41190992923729497,0.664312408104438,0.3920991201698442,0.4659048004575078
