trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
11,0.39908388124409766,0.02294841988459828,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.3944806499123226,0.025075988531706728,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.3944806499123226,0.025075988531706728,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.391342137812844,0.04602705667843962,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.3862095669786563,0.0018459547707863622,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.38505656659873766,0.01773698511676891,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
5,0.3840126342447121,0.006011102518930028,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.3825611645244454,0.020306970501285326,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.382455622851543,0.03720006048245547,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.37489220214375424,0.018046597354991756,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.37489220214375424,0.018046597354991756,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.37253648285359786,0.055051929985214326,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.37061894849059934,0.004792628856468639,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
4,0.3702150779120864,0.0038953213427979916,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
19,0.36470229048839164,0.007101972162440101,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.36032624165927285,0.054441210555395664,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.36010891786042754,0.005681299303723936,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.356415421215464,0.05153506727251436,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.35047608911887707,0.04960469151193411,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
14,0.35039332017148683,0.014274810202424715,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
