trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
14,0.3926230118712679,0.028540403916953533,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
5,0.38987728892472623,0.03653842517156848,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.3891258129973589,0.0307614169188446,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.3886869203347743,0.03147338644356069,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.38841238858765986,0.032377757794997436,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.388021497119428,0.033485154396411816,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
18,0.3879791986232764,0.034792455160486645,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
1,0.38769113031176494,0.025763418878219112,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.3875296860499689,0.03225995161961864,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.3867789939368001,0.030352156244753337,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.38675294377171215,0.0286011713390341,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.385659439866399,0.027314832877886528,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.3856515861524359,0.031559690984338445,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.38560524350681796,0.030740697445547357,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.38558691413846563,0.04088517846576411,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
4,0.3848745913341247,0.029242319029215414,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
9,0.3821909235899191,0.041897923843002914,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.381539158670022,0.03971151929044393,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.3803922930480345,0.03389504138447307,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
6,0.3739281302869017,0.028366459263897477,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
