split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.8090672348484849,0.6471744485598735,0.7907764265576014,0.6721753947516964,0.6383344509803639
test,0.7600283990060348,0.5025752536838297,0.7334857958522384,0.5268301186944545,0.49579069659453756
