split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.709280303030303,0.567986091805398,0.7277198698829874,0.5248406321148751,0.6532287316050264
test,0.6322328718494853,0.42582884983640873,0.6580125088897884,0.4047183717351319,0.4806647331227716
