split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.755563446969697,0.6362607147286481,0.7743438784761497,0.6054993541722783,0.6958426065521048
test,0.726659566915158,0.5726709352773849,0.7460862298832794,0.5516973704367758,0.614841956272761
