dataset,model_name,k,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_weighted_f1_mean,cv_weighted_f1_std,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall
hqrtm_q60,B1_structural,4,0.5254146952372645,0.056059964924599505,0.3330383608730094,0.020132155217668476,0.56006560920114,0.04079940171091019,0.5385161519346823,0.3615977445695606,0.5774193937410732,0.3518760723669414,0.4284856417238493
