trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
4,0.3671895050934639,0.03741929330018793,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
18,0.3603368767782683,0.034201152307561426,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
17,0.36030833066897794,0.03587403456166013,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.358983225129447,0.03592944222151033,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.35898061273092025,0.03883673616371201,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.35878914605059564,0.031220233184948088,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.3576028880272862,0.03953637137383631,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.3565504274647336,0.032469038793375975,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.35613546897281745,0.03979765026987536,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.3542416745182904,0.03551437805858751,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
9,0.3540350697618862,0.03487070344150055,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.3525523639853826,0.03320681962158779,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.35216571116471934,0.03260643617713269,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.349533534357937,0.034309365620368605,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.34925169667638023,0.029077604212718954,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.3488231446727605,0.04088103564489274,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.3487075732375591,0.026432334325494588,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
11,0.3478590571681134,0.030038211164698517,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.3471973671110399,0.040044800838381224,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.3442940835328101,0.04175768191336078,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
