trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
14,0.35691736323284545,0.0067290459236010736,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
20,0.35544965764408376,0.010027307569298677,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.35411205061805373,0.01080096613035983,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.3535080913298695,0.01017382148599194,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.35273874547786993,0.005440030376228366,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.3518469524576745,0.009665706081010722,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
19,0.35165628937085375,0.010182612678060143,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.35128527452844605,0.013204751582810675,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.3512567607992432,0.010115045871820993,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.35044171049033807,0.004660091063620364,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.3495251958829234,0.00840037745095526,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.3492922365876949,0.012119599788129487,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.3489473897996551,0.01585360880555023,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
6,0.34865446854421234,0.01965611343452603,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.34818935981825505,0.015355047647947179,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
9,0.3481558555650128,0.011313875429925457,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.34709695097488613,0.013831809172120346,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.3456952491715475,0.013456323986133029,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.34491339268236554,0.0009613148301631513,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.344380785357557,0.0036595850884258707,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
