dataset,model_name,k,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_weighted_f1_mean,cv_weighted_f1_std,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall
hqrtm_q70,B2_structural_socioeconomic,2,0.650304374260508,0.0796402454722398,0.35691736323284545,0.009516308006988028,0.6536682563772562,0.050548950293153275,0.7117500887468938,0.49920294459112147,0.724880516114225,0.48370419204152404,0.5410161178805833
