dataset,model_name,k,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_weighted_f1_mean,cv_weighted_f1_std,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall
hqrtm_q60,B4_structural_context_socioeconomic,2,0.6412259615384616,0.06544137277808189,0.38252221594871155,0.008039078266714645,0.6416190385315003,0.04497986779146951,0.7252396166134185,0.5813024260880653,0.7412041696311703,0.5584179875950646,0.6234302024288277
