trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
18,0.3183927010378388,0.0040314266434978985,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
8,0.30400193066579706,0.020289097864385014,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.30400193066579706,0.020289097864385014,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.30381561681049607,0.02250195019621007,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.3002427330945606,0.03483074465101185,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.29584897044839725,0.015671316930236323,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.29204105550862725,0.040570592478650025,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.2897159394369344,0.009057356507077036,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.2894363605350882,0.012371176507928572,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.2894363605350882,0.012371176507928572,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.28820918250842487,0.007550599578567435,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.28621401986043765,0.005490006011807158,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
17,0.2851064925144977,0.01444716364004539,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.28145816641456056,0.02332946666112068,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.28040317918166036,0.008125753830026144,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
4,0.2778320594496958,0.0001709781887132833,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
5,0.2773081559868559,0.006201773795756871,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.27698684406208884,0.015659493221793858,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
13,0.27441614187498,0.022378488031893042,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.2538635546704835,0.01647879277861744,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
