split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.7675189393939394,0.6083695816483031,0.7654089865681988,0.6008230574541489,0.6173393220377194
test,0.7326943556975506,0.5368924541948386,0.7307747264702175,0.5341943003216498,0.5403583984539538
