trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
8,0.3811800189286696,0.02041623434203363,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.3799000444679746,0.02372870483029893,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.3796399392756315,0.021956313995071752,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.3758051560752857,0.018262078162674833,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
5,0.37177260133914564,0.00436802262641961,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.37169161189184596,0.019290557231386757,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.3696658515358337,0.020465031179728643,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.3695383521887617,0.027249879531127064,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
9,0.3694325626149347,0.0071701964303877985,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.36891096532571077,0.0063183057046745095,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.3686384579161548,0.009145746584882097,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
18,0.36716670396405116,0.00865052491450738,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
11,0.36568476616531914,0.012109605693606917,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.3646819002855883,0.0242925788422374,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.36465950972748085,0.017552650976215278,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
1,0.36293136487892214,0.009597873989057704,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.36021195231902625,0.0006968646801397416,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
16,0.3580614428702609,0.013899824869820054,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.35490939858362824,0.005674589241466188,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.35359310421734513,0.006702303822457262,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
