trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
17,0.37732458408747077,0.033637840385337674,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.37580541829530695,0.0479467322192897,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.3749707627968603,0.030938689979259994,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
13,0.37493253116851816,0.03159213895170679,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.37487398551084183,0.03144542942824795,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.3747238131777102,0.03089307205593961,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.3744637743977981,0.03882737657041496,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.37336888921756456,0.0297037540648256,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.37321744930583356,0.03726957469735397,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.37204916055385695,0.033446666156532044,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.3717125519482225,0.03790266148310043,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.37067918881700807,0.03241894228624942,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.3705993281092485,0.02978006141742178,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.37002255793815086,0.03148837886824305,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.3694796389521735,0.03706351888102007,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
2,0.3694778248416119,0.02960291951550508,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
18,0.3625681914331152,0.04492284808799745,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
6,0.36254905640900564,0.031330024109558034,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.35962168432554736,0.03644521369339418,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
14,0.35784516392280014,0.03799872902563396,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
