trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
7,0.36717711529764013,0.03261120029597551,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
1,0.36570503786445113,0.024959832164510275,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.36570503786445113,0.024959832164510275,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.36225987781614405,0.02750942761621803,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.36177547367542084,0.028847565807602255,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.3614035146559436,0.023631669730306594,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.35918794434144874,0.04076902241827836,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.3577479285720919,0.0233210956596162,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
5,0.35739377827383406,0.0320249349822497,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.3573460052957267,0.026967897825709675,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
20,0.35595193119560925,0.03293635239173831,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.35595193119560925,0.03293635239173831,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.3558852459441839,0.03687755248703659,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
6,0.35478722520723555,0.023323517328800225,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.35167845857817587,0.031216673807286346,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.3502843188408186,0.02091260307039573,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
9,0.34530388187005495,0.03347264308211236,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.3405021000484368,0.032349695420952354,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.33928713397427895,0.027728365489536888,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.33424931146812,0.020220257492510267,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
