split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.6393229166666666,0.49624777657265395,0.6658497150764031,0.4611000043299069,0.6023572312085063
test,0.5498757543485978,0.3597035350023051,0.5844986673221001,0.34905539499104304,0.4112573657299123
