dataset,model_name,k,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_weighted_f1_mean,cv_weighted_f1_std,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall
hqrtm_q65,B2_structural_context,3,0.3602092167437995,0.05573278015245783,0.2923422825406386,0.038335687569104646,0.3561695423235782,0.08193898427076161,0.39687610933617323,0.3357910998583282,0.4244886384380427,0.34230226225854987,0.3983859499975311
