trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
15,0.2923422825406386,0.03130095782768747,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
11,0.28670844133934864,0.054496016130522136,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.28501354340001306,0.04554654113111237,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.279103897203329,0.04458712012379358,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.2770375796016688,0.04749276236497497,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.2770375796016688,0.04749276236497497,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.2760787277523964,0.03677414532316637,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
2,0.2749429877448788,0.04528507214548077,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
4,0.2720789458129292,0.04381860405226062,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
5,0.27174338588486097,0.04987142328214095,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.27012378232882145,0.04301465075706911,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.2688390459119638,0.04235128309823963,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
16,0.2670410000561169,0.034285272768351235,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.2670410000561169,0.034285272768351235,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.2654547711697998,0.045252543787655385,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.2630302582654278,0.03713388127005965,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.25086096095460453,0.03580473906811548,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.24895983733824478,0.06100445979083546,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
6,0.24825308506476637,0.040393479383170616,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.24818858126921609,0.04107894272311109,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
