trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
14,0.3983023495490314,0.04750544046884114,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.38873177085307437,0.06018446771306809,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
4,0.385529492389912,0.04757153556960975,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
8,0.3791628196609884,0.0334842102927445,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.3791628196609884,0.0334842102927445,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.3728172993672718,0.035265535177789464,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
7,0.37193968987068066,0.04982248841947834,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
1,0.370448377641085,0.06443992979614391,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.370448377641085,0.06443992979614391,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.3606734930335505,0.04183488111367537,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.3562722617953212,0.0030516217540841775,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.35392345480211235,0.03867085174829336,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
6,0.3505835330601603,0.03690413545398699,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.34678538944124426,0.05500907400410049,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.34242023195172294,0.052719925739787205,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.3423999958889176,0.013736787731627325,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.3412836634540108,0.013649798867326179,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.33923344226553503,0.04184659640173816,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.33904242396202705,0.038338674922589515,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.33485453166498136,0.027736328237747958,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
