trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,verbose,loss_function,eval_metric,task_type,bootstrap_type,subsample,bagging_temperature
18,0.3797251497798727,0.016714706350729452,1000,0.1,8,30,0,MultiClass,TotalF1:average=Macro,CPU,Bayesian,,0.0
20,0.3560705996051287,0.03676240582270201,500,0.1,8,20,0,MultiClass,TotalF1:average=Macro,CPU,Bayesian,,1.0
2,0.35544943314239763,0.02720544480244693,300,0.03,6,10,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.7,
9,0.35523317732728055,0.04562594159619154,500,0.01,8,30,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.85,
14,0.35407304428166686,0.025492011101924887,1000,0.01,6,10,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.7,
17,0.3514467931297001,0.028197656197090137,300,0.03,6,20,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.7,
5,0.3499605568122146,0.04048602143910773,1000,0.01,8,3,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.85,
19,0.34992973508188313,0.03137801857875418,700,0.1,4,30,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.9,
6,0.34840443420684064,0.04164414729340439,500,0.1,8,30,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.7,
13,0.3476818855163317,0.052169273603472406,500,0.03,4,30,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.9,
1,0.3476251469301005,0.021466689854691145,500,0.05,6,3,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.7,
4,0.347227031574725,0.03826334041977709,1000,0.03,8,30,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.7,
16,0.34670893842760286,0.03690857540350284,1000,0.01,8,3,0,MultiClass,TotalF1:average=Macro,CPU,Bayesian,,3.0
3,0.34592402797609034,0.031843904218944945,1000,0.1,6,30,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.9,
15,0.3419993859576363,0.04669906354487021,1000,0.03,4,20,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.9,
10,0.33928650979123015,0.04533770541333625,700,0.01,4,3,0,MultiClass,TotalF1:average=Macro,CPU,Bayesian,,0.0
7,0.33858942868283565,0.03597378785617332,500,0.03,8,10,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.9,
11,0.3380453455702005,0.03602513943846349,300,0.03,8,10,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.9,
8,0.3379712568546015,0.03936376551819669,1000,0.1,4,3,0,MultiClass,TotalF1:average=Macro,CPU,Bayesian,,0.0
12,0.3339508132437602,0.03271156525296179,300,0.03,8,3,0,MultiClass,TotalF1:average=Macro,CPU,Bernoulli,0.85,
