trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
12,0.39340011988116463,0.019724825147448423,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.38834188242025325,0.016115444334094474,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
2,0.38696518228705257,0.02334309805924387,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
7,0.384861525075137,0.028756977847427215,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.3842023520011544,0.021245087218510428,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
18,0.3840589244902881,0.025144311081722198,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
6,0.38330729987361034,0.018881962951837243,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.38113878968881343,0.027287834036423323,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.3810768676722957,0.019246153668741092,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.3810768676722957,0.019246153668741092,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.3805116496335039,0.025254526360011745,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.37993358461775584,0.015517162879909922,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
11,0.37970475493310896,0.029501208822047948,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.3792912946039907,0.01361517504295585,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.379213990411005,0.014684175150104384,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.3779749098938918,0.016370043441702876,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.3775546650751725,0.012599399350022413,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.3745150669863435,0.018172623253636017,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.3745150669863435,0.018172623253636017,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.3730445892735754,0.011596212083254934,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
