trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
13,0.3876872519087718,0.02435417557639009,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.38508184117820515,0.021877250581238378,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.3840773271573256,0.02770716090850235,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.37995467196050536,0.027582660020733087,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.3797881138122174,0.02202776841842234,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.3779900260688713,0.027988943010743512,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.37700615223586836,0.025740607336984873,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.37627735538948354,0.02074999094304104,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.37615944697419534,0.024965243380860026,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
4,0.37615685068766075,0.028118254254505374,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
1,0.3757805949667097,0.018237029826045012,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.37571014818554876,0.03058431346923689,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.37518552833345725,0.020381245523581476,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.3735659009919046,0.020230412183397446,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.37307451872211717,0.01750747110564329,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.3724978677793185,0.017429124574857256,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
14,0.37244933823467735,0.015424759837585435,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.37061436535976416,0.018972224301444796,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.369445374908233,0.022639966260254264,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.3502734793401399,0.04935424974376612,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
