trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
16,0.37894988069841873,0.031819852734233024,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.37827035541776255,0.024026534323040426,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.37779097277278917,0.02508761509410894,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
5,0.37753543595504724,0.030759327167309312,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.37622962892610246,0.027792452066687,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.37523252367973164,0.02783402189754794,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.37502237203995675,0.027123987678779427,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.3747433643605639,0.034052248662227155,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
6,0.3740789397925452,0.038031214496700744,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.374076683219626,0.034162133233079685,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
1,0.3740683453418723,0.03259362573363062,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
12,0.3727575767893186,0.03470627001689933,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.3708415901657117,0.026191849569906438,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.37056461355012515,0.03171567014266629,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.3694394857032897,0.032739082470519744,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.36933945852606176,0.03231642791180616,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.368263147760968,0.03510987469124727,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.36669329309006193,0.024220091524696667,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.3598407380582295,0.04139225361035055,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
2,0.35207569475663125,0.03331529735104192,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
