trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
16,0.4026605306729162,0.051828710645428,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
1,0.4019455191285888,0.053663692025561475,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.3983424934004907,0.056691573111282215,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
17,0.3972051523089797,0.05429582747379229,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.3968906942461656,0.05423220513847244,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
18,0.39660968294427573,0.056398174735220796,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.39522274700166804,0.04772256796639167,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
19,0.3950847240457178,0.05784494206937191,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.39467003810053236,0.060486818863309345,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
3,0.3926594991068304,0.05194873822936869,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.39165586238082606,0.057286594090697945,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
2,0.3916089666462725,0.049179909279404604,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
15,0.3900783247242143,0.053734631076785465,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
5,0.38970254045399455,0.05369909136666675,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.38915118080500344,0.04879807068222781,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.3877810403381077,0.05059089191219801,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
11,0.3874044248218269,0.05164073308656272,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.38393034077596633,0.051709773702351594,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.38356816199669336,0.0581384894212926,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.379334550573144,0.04975722134903736,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
