split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.7780539772727273,0.6060955276481723,0.7671991926599728,0.6055555726935011,0.6134123655625485
test,0.7490237841675541,0.5160153807031912,0.7309396537115439,0.52520037841581,0.5144778144846202
