trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
1,0.3603861475268474,0.019372997960784538,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
6,0.35685978354766956,0.03924069689114662,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.3558866248207838,0.04317098663872046,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
19,0.3553555312487998,0.034334687559920835,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
10,0.35334472706993747,0.04704391145505929,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
16,0.3532857312796902,0.026473414207941692,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.3522277693221004,0.045618781179105866,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.351758938348975,0.04514695337753835,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.35118545390946665,0.03312943799650933,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
14,0.34900669975977816,0.04065766674500568,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
2,0.3485446374280605,0.03751513027692677,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
5,0.34752510109510454,0.03740859455236317,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.34709608850929774,0.038281082942822287,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.34709608850929774,0.038281082942822287,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
17,0.3467308397211868,0.03524916352512769,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.34220493480714076,0.034932022461811596,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.34071456000299427,0.03419445830356657,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.3406937433741811,0.029965486724132656,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.3380607686857712,0.03243092483356355,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.33189542621933377,0.02765234343712747,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
