accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,fold
0.4425469626738229,0.3797591454876319,0.4391520279791145,0.402052129124545,0.37759784080345016,1
0.39480340308116807,0.3410131495660628,0.41896112703540234,0.34331180874269784,0.42384991842647535,2
